,subject_id,age,hair_type,hair_color,eye_color,monk_scale,fitz_type
553,101,adult,wavy,black,brown,scale 5,type iv
554,101,adult,wavy,black,brown,scale 5,type iv
555,101,adult,wavy,black,brown,scale 5,type iv
556,101,adult,wavy,black,brown,scale 5,type iv
557,102,adult,curly,black,brown,scale 3,type ii
558,102,adult,curly,black,brown,scale 3,type ii
559,102,adult,curly,black,brown,scale 3,type ii
560,102,adult,curly,black,brown,scale 3,type ii
561,102,adult,curly,black,brown,scale 3,type ii
562,102,adult,curly,black,brown,scale 3,type ii
563,103,young adult,wavy,brunette,brown,scale 5,type iii
564,103,young adult,wavy,brunette,brown,scale 5,type iii
565,103,young adult,wavy,brunette,brown,scale 5,type iii
566,103,young adult,wavy,brunette,brown,scale 5,type iii
567,103,young adult,wavy,brunette,brown,scale 5,type iii
568,103,young adult,wavy,brunette,brown,scale 5,type iii
569,104,adult,wavy,brunette,brown,scale 3,type iii
570,104,adult,wavy,brunette,brown,scale 3,type iii
571,104,adult,wavy,brunette,brown,scale 3,type iii
572,104,adult,wavy,brunette,brown,scale 3,type iii
573,104,adult,wavy,brunette,brown,scale 3,type iii
574,104,adult,wavy,brunette,brown,scale 3,type iii
575,105,adult,wavy,red,brown,scale 2,type ii
576,105,adult,wavy,red,brown,scale 2,type ii
577,105,adult,wavy,red,brown,scale 2,type ii
578,105,adult,wavy,red,brown,scale 2,type ii
579,105,adult,wavy,red,brown,scale 2,type ii
580,105,adult,wavy,red,brown,scale 2,type ii
581,106,adult,straight,blonde,brown,scale 3,type ii
582,106,adult,straight,blonde,brown,scale 3,type ii
583,106,adult,straight,blonde,brown,scale 3,type ii
584,106,adult,straight,blonde,brown,scale 3,type ii
585,106,adult,straight,blonde,brown,scale 3,type ii
586,106,adult,straight,blonde,brown,scale 3,type ii
587,107,adult,coily,black,black,scale 6,type v
588,107,adult,coily,black,black,scale 6,type v
589,107,adult,coily,black,black,scale 6,type v
590,107,adult,coily,black,black,scale 6,type v
591,107,adult,coily,black,black,scale 6,type v
592,107,adult,coily,black,black,scale 6,type v
593,108,young adult,wavy,black,brown,scale 6,type v
594,108,young adult,wavy,black,brown,scale 6,type v
595,108,young adult,wavy,black,brown,scale 6,type v
596,108,young adult,wavy,black,brown,scale 6,type v
597,108,young adult,wavy,black,brown,scale 6,type v
598,109,young adult,wavy,brunette,black,scale 4,type iii
599,109,young adult,wavy,brunette,black,scale 4,type iii
600,109,young adult,wavy,brunette,black,scale 4,type iii
601,109,young adult,wavy,brunette,black,scale 4,type iii
602,109,young adult,wavy,brunette,black,scale 4,type iii
603,109,young adult,wavy,brunette,black,scale 4,type iii
604,110,young adult,straight,brunette,brown,scale 4,type iii
605,110,young adult,straight,brunette,brown,scale 4,type iii
606,110,young adult,straight,brunette,brown,scale 4,type iii
607,110,young adult,straight,brunette,brown,scale 4,type iii
608,110,young adult,straight,brunette,brown,scale 4,type iii
609,110,young adult,straight,brunette,brown,scale 4,type iii
610,111,young adult,curly,brunette,brown,scale 6,type v
611,111,young adult,curly,brunette,brown,scale 6,type v
612,111,young adult,curly,brunette,brown,scale 6,type v
613,111,young adult,curly,brunette,brown,scale 6,type v
614,111,young adult,curly,brunette,brown,scale 6,type v
615,111,young adult,curly,brunette,brown,scale 6,type v
616,112,adult,curly,black,brown,scale 6,type v
617,112,adult,curly,black,brown,scale 6,type v
618,112,adult,curly,black,brown,scale 6,type v
619,112,adult,curly,black,brown,scale 6,type v
620,112,adult,curly,black,brown,scale 6,type v
627,114,adult,wavy,brunette,brown,scale 4,type iii
628,114,adult,wavy,brunette,brown,scale 4,type iii
629,114,adult,wavy,brunette,brown,scale 4,type iii
630,115,adult,straight,brunette,brown,scale 4,type iii
631,115,adult,straight,brunette,brown,scale 4,type iii
632,115,adult,straight,brunette,brown,scale 4,type iii
633,115,adult,straight,brunette,brown,scale 4,type iii
634,115,adult,straight,brunette,brown,scale 4,type iii
635,115,adult,straight,brunette,brown,scale 4,type iii
636,116,adult,coily,black,brown,scale 7,type v
637,116,adult,coily,black,brown,scale 7,type v
638,116,adult,coily,black,brown,scale 7,type v
639,116,adult,coily,black,brown,scale 7,type v
640,116,adult,coily,black,brown,scale 7,type v
641,116,adult,coily,black,brown,scale 7,type v
642,117,adult,coily,black,brown,scale 7,type v
643,117,adult,coily,black,brown,scale 7,type v
644,117,adult,coily,black,brown,scale 7,type v
645,117,adult,coily,black,brown,scale 7,type v
646,117,adult,coily,black,brown,scale 7,type v
647,117,adult,coily,black,brown,scale 7,type v
653,119,adult,straight,brunette,black,scale 2,type ii
654,119,adult,straight,brunette,black,scale 2,type ii
655,119,adult,straight,brunette,black,scale 2,type ii
656,119,adult,straight,brunette,black,scale 2,type ii
657,119,adult,straight,brunette,black,scale 2,type ii
658,120,young adult,wavy,brunette,brown,scale 4,type ii
659,120,young adult,wavy,brunette,brown,scale 4,type ii
660,120,young adult,wavy,brunette,brown,scale 4,type ii
661,120,young adult,wavy,brunette,brown,scale 4,type ii
662,120,young adult,wavy,brunette,brown,scale 4,type ii
663,120,young adult,wavy,brunette,brown,scale 4,type ii
664,121,adult,straight,brunette,black,scale 5,type iv
665,121,adult,straight,brunette,black,scale 5,type iv
666,121,adult,straight,brunette,black,scale 5,type iv
667,121,adult,straight,brunette,black,scale 5,type iv
668,121,adult,straight,brunette,black,scale 5,type iv
669,121,adult,straight,brunette,black,scale 5,type iv
670,122,adult,wavy,brunette,brown,scale 3,type iii
671,122,adult,wavy,brunette,brown,scale 3,type iii
672,122,adult,wavy,brunette,brown,scale 3,type iii
673,122,adult,wavy,brunette,brown,scale 3,type iii
674,122,adult,wavy,brunette,brown,scale 3,type iii
675,122,adult,wavy,brunette,brown,scale 3,type iii
676,123,adult,wavy,brunette,brown,scale 5,type iii
677,123,adult,wavy,brunette,brown,scale 5,type iii
678,123,adult,wavy,brunette,brown,scale 5,type iii
679,123,adult,wavy,brunette,brown,scale 5,type iii
680,123,adult,wavy,brunette,brown,scale 5,type iii
681,123,adult,wavy,brunette,brown,scale 5,type iii
682,124,young adult,wavy,brunette,brown,scale 3,type ii
683,124,young adult,wavy,brunette,brown,scale 3,type ii
684,124,young adult,wavy,brunette,brown,scale 3,type ii
685,124,young adult,wavy,brunette,brown,scale 3,type ii
686,124,young adult,wavy,brunette,brown,scale 3,type ii
687,124,young adult,wavy,brunette,brown,scale 3,type ii
694,126,adult,wavy,black,brown,scale 5,type iv
695,126,adult,wavy,black,brown,scale 5,type iv
696,126,adult,wavy,black,brown,scale 5,type iv
697,126,adult,wavy,black,brown,scale 5,type iv
698,126,adult,wavy,black,brown,scale 5,type iv
699,126,adult,wavy,black,brown,scale 5,type iv
700,127,young adult,straight,black,brown,scale 6,type v
701,127,young adult,straight,black,brown,scale 6,type v
702,128,adult,curly,black,black,scale 6,type iv
703,128,adult,curly,black,black,scale 6,type iv
704,128,adult,curly,black,black,scale 6,type iv
705,128,adult,curly,black,black,scale 6,type iv
706,128,adult,curly,black,black,scale 6,type iv
707,128,adult,curly,black,black,scale 6,type iv
708,129,young adult,coily,black,black,scale 7,type iv
709,129,young adult,coily,black,black,scale 7,type iv
710,129,young adult,coily,black,black,scale 7,type iv
711,129,young adult,coily,black,black,scale 7,type iv
712,129,young adult,coily,black,black,scale 7,type iv
713,130,adult,wavy,brunette,brown,scale 5,type iv
714,130,adult,wavy,brunette,brown,scale 5,type iv
715,131,adult,wavy,brunette,brown,scale 5,type v
716,131,adult,wavy,brunette,brown,scale 5,type v
717,131,adult,wavy,brunette,brown,scale 5,type v
718,131,adult,wavy,brunette,brown,scale 5,type v
719,131,adult,wavy,brunette,brown,scale 5,type v
720,131,adult,wavy,brunette,brown,scale 5,type v
721,132,adult,wavy,brunette,black,scale 6,type iv
722,132,adult,wavy,brunette,black,scale 6,type iv
723,132,adult,wavy,brunette,black,scale 6,type iv
724,132,adult,wavy,brunette,black,scale 6,type iv
725,132,adult,wavy,brunette,black,scale 6,type iv
726,132,adult,wavy,brunette,black,scale 6,type iv
727,133,young adult,wavy,black,black,scale 7,type v
728,133,young adult,wavy,black,black,scale 7,type v
729,133,young adult,wavy,black,black,scale 7,type v
730,133,young adult,wavy,black,black,scale 7,type v
731,133,young adult,wavy,black,black,scale 7,type v
732,133,young adult,wavy,black,black,scale 7,type v
739,135,young adult,coily,black,black,scale 4,type iii
740,135,young adult,coily,black,black,scale 4,type iii
741,135,young adult,coily,black,black,scale 4,type iii
742,135,young adult,coily,black,black,scale 4,type iii
743,135,young adult,coily,black,black,scale 4,type iii
744,135,young adult,coily,black,black,scale 4,type iii
745,136,young adult,wavy,black,brown,scale 7,type v
746,136,young adult,wavy,black,brown,scale 7,type v
747,136,young adult,wavy,black,brown,scale 7,type v
748,136,young adult,wavy,black,brown,scale 7,type v
749,136,young adult,wavy,black,brown,scale 7,type v
750,136,young adult,wavy,black,brown,scale 7,type v
751,137,adult,wavy,black,brown,scale 4,type iii
752,137,adult,wavy,black,brown,scale 4,type iii
753,137,adult,wavy,black,brown,scale 4,type iii
754,137,adult,wavy,black,brown,scale 4,type iii
755,137,adult,wavy,black,brown,scale 4,type iii
756,137,adult,wavy,black,brown,scale 4,type iii
757,138,young adult,wavy,brunette,brown,scale 6,type v
758,138,young adult,wavy,brunette,brown,scale 6,type v
759,138,young adult,wavy,brunette,brown,scale 6,type v
760,138,young adult,wavy,brunette,brown,scale 6,type v
761,138,young adult,wavy,brunette,brown,scale 6,type v
762,138,young adult,wavy,brunette,brown,scale 6,type v
763,139,young adult,coily,black,black,scale 8,type v
764,139,young adult,coily,black,black,scale 8,type v
765,139,young adult,coily,black,black,scale 8,type v
766,139,young adult,coily,black,black,scale 8,type v
767,139,young adult,coily,black,black,scale 8,type v
768,139,young adult,coily,black,black,scale 8,type v
769,140,adult,curly,brunette,green,scale 5,type iv
770,140,adult,curly,brunette,green,scale 5,type iv
771,140,adult,curly,brunette,green,scale 5,type iv
772,140,adult,curly,brunette,green,scale 5,type iv
773,140,adult,curly,brunette,green,scale 5,type iv
774,140,adult,curly,brunette,green,scale 5,type iv
775,141,adult,straight,gray,brown,scale 4,type iii
776,141,adult,straight,gray,brown,scale 4,type iii
777,141,adult,straight,gray,brown,scale 4,type iii
778,141,adult,straight,gray,brown,scale 4,type iii
779,141,adult,straight,gray,brown,scale 4,type iii
780,142,young adult,wavy,black,brown,scale 4,type iii
781,142,young adult,wavy,black,brown,scale 4,type iii
782,142,young adult,wavy,black,brown,scale 4,type iii
783,142,young adult,wavy,black,brown,scale 4,type iii
784,142,young adult,wavy,black,brown,scale 4,type iii
785,142,young adult,wavy,black,brown,scale 4,type iii
786,143,young adult,coily,black,brown,scale 5,type iv
787,143,young adult,coily,black,brown,scale 5,type iv
788,143,young adult,coily,black,brown,scale 5,type iv
789,143,young adult,coily,black,brown,scale 5,type iv
790,144,young adult,curly,black,brown,scale 7,type v
791,144,young adult,curly,black,brown,scale 7,type v
792,144,young adult,curly,black,brown,scale 7,type v
793,144,young adult,curly,black,brown,scale 7,type v
794,144,young adult,curly,black,brown,scale 7,type v
795,144,young adult,curly,black,brown,scale 7,type v
796,145,young adult,coily,black,brown,scale 8,type v
797,145,young adult,coily,black,brown,scale 8,type v
798,145,young adult,coily,black,brown,scale 8,type v
799,145,young adult,coily,black,brown,scale 8,type v
800,145,young adult,coily,black,brown,scale 8,type v
801,145,young adult,coily,black,brown,scale 8,type v
802,146,young adult,straight,brunette,hazel,scale 4,type iii
803,146,young adult,straight,brunette,hazel,scale 4,type iii
804,146,young adult,straight,brunette,hazel,scale 4,type iii
805,146,young adult,straight,brunette,hazel,scale 4,type iii
806,146,young adult,straight,brunette,hazel,scale 4,type iii
807,146,young adult,straight,brunette,hazel,scale 4,type iii
808,147,adult,coily,black,black,scale 7,type v
809,147,adult,coily,black,black,scale 7,type v
810,147,adult,coily,black,black,scale 7,type v
811,147,adult,coily,black,black,scale 7,type v
812,147,adult,coily,black,black,scale 7,type v
813,148,adult,curly,black,black,scale 8,type vi
814,148,adult,curly,black,black,scale 8,type vi
815,148,adult,curly,black,black,scale 8,type vi
816,148,adult,curly,black,black,scale 8,type vi
817,148,adult,curly,black,black,scale 8,type vi
818,148,adult,curly,black,black,scale 8,type vi
819,149,young adult,curly,black,brown,scale 6,type v
820,149,young adult,curly,black,brown,scale 6,type v
821,149,young adult,curly,black,brown,scale 6,type v
822,149,young adult,curly,black,brown,scale 6,type v
823,149,young adult,curly,black,brown,scale 6,type v
824,149,young adult,curly,black,brown,scale 6,type v
825,150,young adult,coily,black,brown,scale 5,type iv
826,150,young adult,coily,black,brown,scale 5,type iv
827,150,young adult,coily,black,brown,scale 5,type iv
828,150,young adult,coily,black,brown,scale 5,type iv
829,150,young adult,coily,black,brown,scale 5,type iv
830,150,young adult,coily,black,brown,scale 5,type iv
831,151,adult,coily,black,black,scale 8,type v
832,151,adult,coily,black,black,scale 8,type v
833,151,adult,coily,black,black,scale 8,type v
834,151,adult,coily,black,black,scale 8,type v
835,151,adult,coily,black,black,scale 8,type v
836,151,adult,coily,black,black,scale 8,type v
837,152,young adult,coily,brunette,brown,scale 4,type iv
838,152,young adult,coily,brunette,brown,scale 4,type iv
839,152,young adult,coily,brunette,brown,scale 4,type iv
840,152,young adult,coily,brunette,brown,scale 4,type iv
841,152,young adult,coily,brunette,brown,scale 4,type iv
842,152,young adult,coily,brunette,brown,scale 4,type iv
843,153,adult,straight,brunette,brown,scale 4,type iii
844,153,adult,straight,brunette,brown,scale 4,type iii
845,153,adult,straight,brunette,brown,scale 4,type iii
846,153,adult,straight,brunette,brown,scale 4,type iii
847,154,adult,curly,black,brown,scale 4,type iv
848,154,adult,curly,black,brown,scale 4,type iv
849,154,adult,curly,black,brown,scale 4,type iv
850,154,adult,curly,black,brown,scale 4,type iv
851,154,adult,curly,black,brown,scale 4,type iv
852,154,adult,curly,black,brown,scale 4,type iv
858,156,adult,straight,black,brown,scale 4,type iii
859,156,adult,straight,black,brown,scale 4,type iii
860,156,adult,straight,black,brown,scale 4,type iii
861,157,adult,curly,black,brown,scale 7,type v
862,157,adult,curly,black,brown,scale 7,type v
863,157,adult,curly,black,brown,scale 7,type v
864,157,adult,curly,black,brown,scale 7,type v
865,157,adult,curly,black,brown,scale 7,type v
866,157,adult,curly,black,brown,scale 7,type v
867,158,young adult,coily,black,brown,scale 7,type v
868,158,young adult,coily,black,brown,scale 7,type v
869,158,young adult,coily,black,brown,scale 7,type v
870,158,young adult,coily,black,brown,scale 7,type v
871,158,young adult,coily,black,brown,scale 7,type v
872,158,young adult,coily,black,brown,scale 7,type v
873,159,young adult,wavy,black,brown,scale 5,type iv
874,159,young adult,wavy,black,brown,scale 5,type iv
875,159,young adult,wavy,black,brown,scale 5,type iv
876,159,young adult,wavy,black,brown,scale 5,type iv
877,159,young adult,wavy,black,brown,scale 5,type iv
878,159,young adult,wavy,black,brown,scale 5,type iv
879,160,young adult,wavy,brunette,brown,scale 4,type iv
880,160,young adult,wavy,brunette,brown,scale 4,type iv
881,160,young adult,wavy,brunette,brown,scale 4,type iv
882,160,young adult,wavy,brunette,brown,scale 4,type iv
883,160,young adult,wavy,brunette,brown,scale 4,type iv
884,160,young adult,wavy,brunette,brown,scale 4,type iv
885,161,young adult,wavy,brunette,brown,scale 4,type iii
886,161,young adult,wavy,brunette,brown,scale 4,type iii
887,161,young adult,wavy,brunette,brown,scale 4,type iii
888,161,young adult,wavy,brunette,brown,scale 4,type iii
889,161,young adult,wavy,brunette,brown,scale 4,type iii
890,161,young adult,wavy,brunette,brown,scale 4,type iii
891,162,young adult,wavy,brunette,brown,scale 4,type iv
892,162,young adult,wavy,brunette,brown,scale 4,type iv
893,162,young adult,wavy,brunette,brown,scale 4,type iv
894,162,young adult,wavy,brunette,brown,scale 4,type iv
895,162,young adult,wavy,brunette,brown,scale 4,type iv
896,162,young adult,wavy,brunette,brown,scale 4,type iv
897,163,adult,wavy,black,brown,scale 3,type iii
898,163,adult,wavy,black,brown,scale 3,type iii
899,163,adult,wavy,black,brown,scale 3,type iii
900,163,adult,wavy,black,brown,scale 3,type iii
901,163,adult,wavy,black,brown,scale 3,type iii
902,164,young adult,curly,brunette,brown,scale 4,type iv
903,164,young adult,curly,brunette,brown,scale 4,type iv
904,164,young adult,curly,brunette,brown,scale 4,type iv
905,164,young adult,curly,brunette,brown,scale 4,type iv
